74| A pet store has N0 bird cages . If each cage has N1 parrots and N2 parakeets in it , how many more parrots than parakeets does the pet store have total ?|Answer: N0 * N1 - N0 * N2
75| For Halloween Haley scored N0 pieces of candy . She ate N1 pieces the first night and then her sister gave her N2 more pieces . How many pieces of candy did Haley have originally ?|Answer: N0 + N2
76| There were originally N0 houses in Lincoln County . During a housing boom , developers built N1 . How many more houses were built during the housing boom than originally in Lincoln County ?|Answer: N1 - N0
77| The Hawks scored N0 touchdowns worth N1 points each . How many points do they have more than the opposing team ?|Answer: N0 * N1 - N2
78| Sara picked N0 pears and Tim picked N1 pears from the pear tree . How many more pears did Sara pick than Tim picked?|Answer: N0 - N1
79| Soft drinks are on sale at the grocery store for N0 dollars for a N1 pack . How much would a pack of soft drinks cost if N2 packs were purchased , in dollars ?|Answer: N0 * N2
80| Paige had N0 math problems and N1 science problems for homework . If she finished N2 of the math problems at school , how many science problems did she have to do for homework ?|Answer: N1 - N2
81| The school cafeteria ordered N0 red apples and N1 green apples for students lunches . But , if only N2 students wanted red apples , how many extra green apples did the cafeteria end up with ?|Answer: N1 - N2
82| Mandy made an apple pie . She used N0 tablespoon of cinnamon and N1 tablespoon of nutmeg . How many tablespoons of spices did Mandy use altogether ?|Answer: N0 + N1
83| Bridget has N0 Skittles . Henry has N1 Skittles . If Henry gives all of his Skittles to Bridget , how many more Skittles will Bridget have than Henry had originally?|Answer: N0 + N1
84| A textbook costs a bookstore N0 dollars , and the store sells it for N1 dollars . Find the percentage of profit based on the selling price .|Answer: ( N1 - N0 ) / N0 * 100
85| Each child has N0 bottle caps . If there are N1 children , how many more bottle caps does each child need to have N2 in total ?|Answer: N2 / N1 - N0
86| While playing a trivia game , Mike answered N0 questions correct in the first half and N1 questions correct in the second half . If each question was worth N2 points , what was his score after the first half ?|Answer: N0 * N2
87| At Mrs. Hilt 's house , there was N0 inches of snow , and Brecknock Elementary School received N1 inches of snow . How many inches of snow were there in total?|Answer: N0 + N1
88| At a company picnic N0 managers and N1 employees decided to start a game of volleyball . If they split into N2 teams how many more managers than employees would be on each team ?|Answer: N0 - N1 / N2
89| There were N0 friends playing a video game online when N1 more players joined the game . If each player had N2 lives , how many lives did the new players get ?|Answer: N1 * N2
90| Anna starts with N0 candies . She gives away N1 to Larry . How many candies does Anna end with ?|Answer: N0 - N1
91| A worksheet had N0 problems on it . If a teacher had N1 worksheets to grade and had already graded N2 of them , how many more worksheets does she have to grade ?|Answer: N1 - N2
92| Mrs. Hilt saw N0 bees in the hive . The next day she saw N1 times that many . How many more bees did she see on the second day compared to the first ?|Answer: N0 * ( N1 - 1 )
93| Fred has N0 red balloons , Sam has N1 red balloons , and Dan has N2 red balloons . The balloons cost N3 dollars . How much do they have to pay in total for the balloons ?|Answer: ( N0 + N1 + N2 ) * N3
94| Evelyn starts with N0 Skittles . She shares N1 with Christine . How many Skittles did she give Christine ?|Answer: N1
95| A carpenter bought a piece of wood that was N0 centimeters long . Then he sawed N1 centimeters off the end . How many centimeters were sawed off the wood ?|Answer: N1 - N0
96| A store had N0 oranges in a bin . If they threw away N1 of the old ones and put N2 new ones in the bin how many more new ones than old ones would be in the bin ?|Answer: N2 - N1
97| Tim has N0 books . Mike has N1 books . How many more books does Mike have than Tim ? |Answer: N1 - N0
98| Melanie had N0 dimes in her bank . Her dad gave her N1 dimes and her mother gave her N2 dimes . How many more dimes did her dad give her than her mother ?|Answer: N1 - N2
99| A car traveled N0 kilometers in N1 hours . How many kilometers did it travel in one minute?|Answer: ( N0 / N1 ) / 60
100| There are N0 dogwood trees currently in the park . Park workers will plant N1 dogwood trees today and N2 dogwood trees tomorrow . How many more dogwood trees will the park have when the workers are finished than when they started ?|Answer: N1 + N2
101| There are N0 bottle caps in each box . How many more bottle caps are in N1 boxes than N2 boxes ?|Answer: ( N0 * N1 ) - ( N0 * N2 )
102| Gwen was organizing her book case making sure each of the shelves had exactly N0 books on it . If she had N1 shelves of mystery books and N2 shelves of picture books , how many shelves of books did she have total ? |Answer: N1 + N2
103| Megan was organizing her book case making sure each of the shelves had exactly N0 books on it . If she had N1 shelves of mystery books and N2 shelves of picture books , how many shelves did she have total ?|Answer: N1 + N2
104| Karen added N0 cup of walnuts to a batch of trail mix . Later , she added N1 cup of almonds . How many more cups of almonds than walnuts did Karen put in the trail mix in all ? |Answer: N1 - N0
105| There are N0 scissors and N1 pencils in the drawer . Dan placed N2 scissors in the drawer . How many more pencils than scissors are now there in total ?|Answer: N1 - N2
106| Sara goes fishing with Melanie . Sara catches N0 trout . Melanie catches N1 times as many trout as Sara . How many more trout did Melanie catch than Sara ?|Answer: N0 * (N1 - 1)
107| Cade had N0 marbles . He received N1 from his friend . How many does he have now ?|Answer: N0 + N1
108| Karin 's science class weighed plastic rings for an experiment . They found that the orange ring weighed N0 ounce , the purple ring weighed N1 ounce , and the white ring weighed N2 ounce . What was the difference between the weight of the purple ring and the white ring ?|Answer: N1 - N2
109| A group of N0 friends went into a restaurant . The chef already had N1 chicken wings cooked but cooked N2 more for the group . If they each got the same amount how many chicken wings will the chef have cooked in total ?|Answer: N1 + N2
110| Lucy has N0 fish . How many fish does she have in total after buying N1 more fish ?|Answer: N0 + N1
111| There are N0 bananas in a pile on the desk . Each banana comes in a package of N1 . N2 bananas are added to the pile . How many packages are there in the pile ?|Answer: ( N0 + N2 ) / N1
112| Terrell hiked N0 miles on Saturday . Then , on Sunday , he hiked another N1 miles . How many more miles did he hike on Sunday than on Saturday ?|Answer: N1 - N0
113| Larry starts with N0 cards . N1 are eaten by a hippopotamus and N2 are given away to his friends. How many cards does Larry end with ?|Answer: N0 - N1 - N2
114| Keith spent $ N0 on speakers , $ N1 on a CD player , and $ N2 on new tires . He wanted N3 CD 's for $ N4 , but did n't buy them . In total , how much money did he save ?|Answer: N4 - N3
115| For Halloween Janet and her sister combined the candy they received . Janet had N0 pieces of candy while her sister had N1 . If Janet ate N2 pieces the first night , how many pieces does her sister have left ?|Answer: N1 - N2
116| Each ticket costs $ N0 . How much change will N1 tickets give if paid with $ N2 ?|Answer: N2 - N0 * N1
117| Carla has some marbles . She bought N0 marbles . Now she has N1 marbles all together . How many marbles did she buy ?|Answer: N1 - N0 + N0
118| Lana picked N0 tulips and N1 roses to make flower bouquets . If she only used N2 of the flowers though , how many fewer flowers does Lana have than she originally picked?|Answer: N2 - ( N0 + N1 )
119| James rode N0 miles at N1 miles per hour . How far did James travel ?|Answer: N0 * N1
120| The tallest player on the basketball team is N0 inches tall . This is N1 inches taller than the shortest player . How many inches is the difference between the tallest and shortest player ?|Answer: N0 + N1
121| How much would N0 pieces of bubble gum cost if each piece costs N1 cents and N2 pieces are free?|Answer: N0 * N1 - N2
122| Paul had N0 strawberries in his basket . He picked N1 more strawberries . How many strawberries does he have now ?|Answer: N0 + N1
123| Iesha has N0 books . N1 are about school and the rest are about sports . How many books does Iesha have in total ?|Answer: N0 + N1
124| At a restaurant each adult meal costs $ N0 and kids eat free . If a group of N1 people came in and N2 were kids , how much would it cost for the adults to eat ?|Answer: N0 * N2
125| Sam had N0 pennies and N1 nickels in his bank . His dad gave him N2 nickels and N3 quarters . How much money does he have now ?|Answer: N0 + ( N1 + N2 ) * 5 + N3 * 25
126| A painter needed to paint N0 rooms in a building . Each room takes N1 hours to paint . If he already painted N2 rooms , how many hours has he spent painting so far ?|Answer: N1 * N2
127| Sally picked N0 lemons and Mary picked N1 lemons from the lemon tree . How many more lemons were picked by Mary than Sally?|Answer: N1 - N0
128| A waitress put leftover tarts into the fridge on Thursday night . She noticed that the restaurant had N0 tart filled with cherries , N1 tart filled with blueberries , and N2 tart filled with peaches . How many more tarts filled with peaches than tarts filled with cherries did the restaurant have ?|Answer: N2 - N0
129| Mike made N0 dollars mowing lawns over the summer . If he spent N1 dollars buying new mower blades , how much money does he have left?|Answer: N0 - N1
130| There are N0 calories in a candy bar . How many more calories are in N1 candy bars than in N2 candy bars ?|Answer: ( N0 * N1 ) - ( N0 * N2 )
131| Gloria has N0 boxes of tickets . Each box holds N1 tickets and there are N2 boxes in a case . How many boxes does Gloria have left in a case ?|Answer: N0 - N2
132| Joan 's cat had N0 kittens . She gave N1 to her friends . How many more kittens did she give away than she has now ?|Answer: N1 - N0
133| Maria had N0 bottles of water in her fridge . If she drank N1 of them and then bought N2 more , how many bottles did she have before drinking any?|Answer: N0 + N2
134| Each cup contains N0 ounces . How many cups are in N1 ounces ?|Answer: N1 / N0
135| For Halloween Katie and her sister combined the candy they received . Katie had N0 pieces of candy while her sister had N1 . If they ate N2 pieces the first night , how many pieces did they have originally ?|Answer: N0 + N1 + N2
136| A spaceship traveled N0 light - year from Earth to Planet X and N1 light - year from Planet X to Planet Y . Then it traveled N2 light - year from Planet Y back to Earth . How many light - years did the spaceship travel from Earth to Planet Y ?|Answer: N0 + N1
137| Martin has N0 boxes of crayons . Each box holds N1 crayons . How many more crayons does Martin have than boxes ?|Answer: N0 * N1 - N0
138| If Anne wandered for N0 hours at N1 miles per hour . How much longer did it take for Anne to walk N2 miles ?|Answer: N2 / N1
139| The Richmond Tigers sold a total of N0 tickets last season . If they sold N1 tickets in the first half of the season , how many tickets did they sell in the first half ?|Answer: N1 - N0
140| At the town carnival Billy rode the ferris wheel N0 times and the bumper cars N1 times . If each ride cost N2 tickets , how much money did he spend ?|Answer: N2 * ( N0 + N1 )
141| Joan found N0 seashells on the beach , she gave Mike N1 of the seashells . How many more seashells did she have than Mike? |Answer: N0 - N1 - N1
142| Kelly has N0 Nintendo games . How much more does she need to buy so that she will have N1 games ?|Answer: N1 - N0
143| Mike had N0 video games but N1 of them were n't working . If he wanted to sell the working games for $ N2 each , how many working games does he have left?|Answer: N0 - N1
144| Jesse has N0 bananas . If he shares them among N1 friends , how many bananas will he have left ?|Answer: N0 % N1
145| Rachel bought N0 new chairs and N1 new tables for her house . If she spent N2 minutes on each piece furniture putting it together , how many pieces of furniture did she assemble in all ?|Answer: N0 + N1
146| Mike joined his school 's band . He bought a trumpet for $ N0 , and a song book which was $ N1 . How much more did Mike spend on the trumpet than the song book ?|Answer: N0 - N1
147| Lewis saved checking on the grapevines for his last stop . He was told by one of the pickers that they fill N0 drums of grapes per day . How many drums of grapes were filled in the past N1 days ?|Answer: N0 * ( N1 - 1 )
148| If Teresa jogged N0 kilometers at N1 kilometers per hour , how far did Teresa jog in N2 hours ?|Answer: N0 * N2 / N1
149| Megan has N0 seashells . How many seashells does she have in her collection altogether?|Answer: N0 + N1
150| Sue ¡¯ s family went on vacation . Her mom drove the car at N0 mph .They camped at a campground after traveling for N1 hours . How much faster did they need to drive to get to the campground in half the time ?|Answer: 2 * N0
151| Joan has N0 orange balloons but lost N1 of them . How many fewer orange balloons does Joan have now than before she lost them ?|Answer: N1 - N0
152| Heather went to the county fair last weekend . When she got there , she had to walk N0 mile from the car to the entrance . Then she walked N1 mile to the carnival rides and N2 mile from the carnival rides back to the car . How many miles did Heather walk total to the carnival rides ?|Answer: N0 + N1
153| Craig starts with N0 Skittles . N1 are eaten by a hippopotamus . How many Skittles have been eaten in total ?|Answer: N1 + N1
154| The schools debate team had N0 boys and N1 girls on it . If they were split into groups of N2 how many people would be in each group ?|Answer: N2
155| Isabel bought N0 pieces of paper . She used N1 pieces of the paper . How many pieces of paper did she use in total ?|Answer: N0 + N1
156| A pet store had N0 siamese cats and N1 house cats . During a sale they sold N2 cats . How many more siamese cats than house cats were sold ?|Answer: N2 - N1
157| Mary has N0 yellow marbles Joan has N1 yellow marbles . How many more yellow marbles does Mary have than Joan ?|Answer: N0 - N1
158| A bee colony produced N0 pounds of honey , but bears ate N1 pounds of it . How much honey did the bears eat ?|Answer: N1 - N0
159| Aaron starts with N0 erasers . He gives N1 to Doris . How many erasers does Doris end with ?|Answer: N1
160| Sara picked N0 pears and Sally picked N1 pears from the pear tree . How many more pears were picked by Sara than Sally ?|Answer: N0 - N1
161| There are N0 pencils and N1 rulers in the drawer . Sally put N2 pencils in the drawer . How many pencils are there now ?|Answer: N0 + N2
162| Benny received N0 dollars and N1 movie tickets for his birthday . He went to a sporting goods store and bought a baseball glove , baseball , and bat . How much more money did he have than movie tickets ?|Answer: N0 - N1
163| Fred has N0 baseball cards . Melanie bought N1 of Fred 's baseball cards . How many baseball cards did Melanie buy ?|Answer: N1
164| Before December , customers buy N0 ear muffs from the mall . During December , they buy N1 more , and there are none left . In all , how many more ear muffs do the customers buy in December than before ?|Answer: N1
165| On Friday , N0 people visited the zoo . N1 times as many people visited on Saturday than on Friday . How many more people visited the zoo on Saturday than on Friday ?|Answer: N0 * ( N1 - 1 )
166| There are N0 pencils in the drawer . Mike placed N1 more pencils in the drawer . How many more pencils have been added to the drawer ?|Answer: N1
167| Andrew starts with N0 eggs . He buys N1 more . How many eggs does Andrew have in total ? |Answer: N0 + N1
168| Billy was organizing his baseball cards in a binder with N0 on each page . If he had N1 new cards and N2 old cards to put in the binder , how many cards still need to be placed in the binder ?|Answer: N0 * ( ( N1 + N2 ) / N0 )
169| My car gets N0 miles per gallon of gas . If Grandma ¡¯ s house is N1 miles away , how many miles can I drive with N2 gallons of gas ?|Answer: N0 * N2
170| Your class is having a pizza party . You buy N0 pizzas . Each pizza has N1 slices . How many pizzas is that altogether ?|Answer: N1 / N0
171| A waiter at ' The Greasy Spoon ' restaurant had N0 customers to wait on . During the lunch rush he added another N1 customers . If N2 of the customers left him a tip , how many customers did not leave a tip ?|Answer: ( N0 + N1 ) - N2 - N2
172| Lillian collects N0 candies . Lillian 's father gives Lillian N1 more . How many more candies does Lillian have than she started with ?|Answer: N1
173| Ashley sold N0 boxes of Samoas . How many total boxes does Ashley need if she wants to make a case of N1 boxes ? |Answer: N0 + N1 - N0
174| It rained N0 inches on Saturday and N1 inches on Sunday . How much more did it rain on Sunday than on Saturday ?|Answer: N1 - N0
175| Mike joined his school 's band . He bought a trumpet for $ N0 , and a song book which was $ N1 . How much money did Mike save compared to buying both items separately ?|Answer: N1 - N0
176| Anthony has N0 pencils . Kathryn gives Anthony N1 more . How many more pencils does Anthony have now than before ?|Answer: N1
177| A florist had N0 roses . If she sold N1 of them and then later picked N2 more , how many roses did she sell ?|Answer: N1 - N2
178| There are N0 short bushes and N1 tall trees currently in the park . Park workers will plant N2 short bushes today . How many more tall trees than short bushes will the park have when the workers are finished ?|Answer: N1 - ( N0 + N2 )
179| The Sumata family took a N0 day vacation by car . Each day they drove N1 miles . How many more miles did they drive than days they were away ?|Answer: N0 * N1 - N0
180| Emily was playing a trivia game . In the first round she scored N0 points and in the second round she scored N1 points . In the last round she earned N2 points . How many points did she have at the end of the game ?|Answer: ( N0 + N1 ) + N2
181| Joshua has N0 Skittles and N1 eggs . If he shares the Skittles among N2 friends and the eggs among N3 friends, how many Skittles does each friend get?|Answer: N0 / N2 + N1 / N3
182| Sandy went to the mall to buy clothes . She spent $ N0 on shorts , $ N1 on a shirt , and $ N2 on a jacket . How much money did Sandy save on clothes ?|Answer: N2 - ( N0 + N1 )
183| Katie had N0 songs on her mp3 player . If she kept N1 old songs from it and then added N2 new songs , how many songs does she have on her mp3 player ?|Answer: N0 + N2 + N1
184| Maria needs N0 cartons of berries to make a berry cobbler . She already has N1 cartons of strawberries and N2 cartons of blueberries . How many total cartons of berries does Maria have ?|Answer: N0 + N1 + N2
185| Betty bought N0 pink flower stones and wanted to make N1 bracelets out of these stones . How many more pink flower stones than bracelets does she have ?|Answer: N0 - N1
186| The value of a sport utility vehicle this year is N0 dollars , which is N1 of what its value was last year . How much has the value of the vehicle increased from last year ?|Answer: N0 - ( N0 / N1 )
187| There are N0 oak trees currently in the park . Park workers had to cut down N1 oak trees that were damaged . How many oak trees did the park have before the workers started ?|Answer: N0 + N1
188| Megan had N0 markers . Robert gave her N1 more markers . How many markers did Robert give Megan ?|Answer: N1
189| Mary had N0 nickels in her bank . Her dad gave her N1 nickels . How many more nickels did her dad give her than she had initially?|Answer: N1 - N0
190| If Madison sold N0 boxes of Tagalongs , how many boxes of Tagalongs are left in the cases ?|Answer: N1 * N0 - N0
191| Alec and his roommates ate N0 pints of ice cream on Friday night and N1 pint of ice cream on Saturday night . How many more pints did they eat on Saturday night than on Friday night ?|Answer: N1 - N0
192| The cafeteria had N0 apples . For lunch they handed out N1 to students and decided to use the rest to make pies . If each pie takes N2 apples , how many apples were left for the pies ?|Answer: ( N0 - N1 ) * N2
193| Some insects called aphids attack a large farm . In response , the farmer releases ladybugs onto the fields . There are N0 ladybugs with spots and N1 ladybugs without spots . How many more spots than ladybugs without spots are there in all ?|Answer: N0 - N1
194| Nancy found N0 seashells and N1 starfish on the beach . She gave N2 of the seashells to Jason . How many more starfish than seashells does Nancy now have ?|Answer: N1 - (N0 - N2)
195| N0 the students in the band are in the trumpet section . N1 the students in the band are in the trombone section . What fraction of the students in the band are in both the trumpet section and the trombone section ?|Answer: ( N0 * N1 ) / ( N0 + N1 )
196| A magician was selling magic card decks for N0 dollars each . If he started with N1 decks and by the end of the day he had N2 left , how many decks did he sell ?|Answer: N1 - N2
197| Lori has N0 marbles . If she shares them among N1 friends , how many more marbles does she have after sharing ?|Answer: N0 - N0 / N1
198| There are N0 pencils in a box . Eric takes N1 pencils . How many pencils did Eric take in total?|Answer: N1 + N1
